Store,Dept,Date,IsHoliday,Weekly_Pred
1.0,1.0,2012-05-04,False,18705.85929383678
1.0,1.0,2012-05-11,False,18158.17065133495
1.0,1.0,2012-05-18,False,16193.165478605457
1.0,1.0,2012-05-25,False,16168.449023145862
1.0,1.0,2012-06-01,False,17198.333786386676
1.0,1.0,2012-06-08,False,17109.10997523708
1.0,1.0,2012-06-15,False,16759.517835039325
1.0,1.0,2012-06-22,False,16577.689329046436
1.0,1.0,2012-06-29,False,16849.567121404834
1.0,2.0,2012-05-04,False,49314.08394351479
1.0,2.0,2012-05-11,False,45840.06097808357
1.0,2.0,2012-05-18,False,47228.419961600266
1.0,2.0,2012-05-25,False,46959.45994153496
1.0,2.0,2012-06-01,False,48419.2538334417
1.0,2.0,2012-06-08,False,48628.983530669175
1.0,2.0,2012-06-15,False,48448.42801204201
1.0,2.0,2012-06-22,False,46307.49541440483
1.0,2.0,2012-06-29,False,48214.9495913076
1.0,3.0,2012-05-04,False,9968.473621303929
1.0,3.0,2012-05-11,False,8982.105078394306
1.0,3.0,2012-05-18,False,9179.905601079357
1.0,3.0,2012-05-25,False,8929.205656702412
1.0,3.0,2012-06-01,False,8959.39393716563
1.0,3.0,2012-06-08,False,8764.104209716214
1.0,3.0,2012-06-15,False,8733.583064253224
1.0,3.0,2012-06-22,False,8296.538314516438
1.0,3.0,2012-06-29,False,8392.419636423481
1.0,4.0,2012-05-04,False,39055.9734164296
1.0,4.0,2012-05-11,False,35060.504481416785
1.0,4.0,2012-05-18,False,36874.320097547614
1.0,4.0,2012-05-25,False,37542.565910917365
1.0,4.0,2012-06-01,False,40744.44323216065
1.0,4.0,2012-06-08,False,37410.76396046265
1.0,4.0,2012-06-15,False,36828.508508306586
1.0,4.0,2012-06-22,False,35740.15682945832
1.0,4.0,2012-06-29,False,40287.152618509375
1.0,5.0,2012-05-04,False,19495.989867860517
1.0,5.0,2012-05-11,False,18397.426585668763
1.0,5.0,2012-05-18,False,17320.104460472307
1.0,5.0,2012-05-25,False,17792.13700287982
1.0,5.0,2012-06-01,False,21552.171714181146
1.0,5.0,2012-06-08,False,20710.81693624898
1.0,5.0,2012-06-15,False,21644.531297320565
1.0,5.0,2012-06-22,False,19973.040410930356
1.0,5.0,2012-06-29,False,20342.84080492898
1.0,6.0,2012-05-04,False,5244.481622927384
1.0,6.0,2012-05-11,False,5307.243009798722
1.0,6.0,2012-05-18,False,4430.556000940995
1.0,6.0,2012-05-25,False,4779.304520957665
1.0,6.0,2012-06-01,False,3746.688057058052
1.0,6.0,2012-06-08,False,3507.3720230986632
1.0,6.0,2012-06-15,False,3270.8726843525924
1.0,6.0,2012-06-22,False,3124.5170732667007
1.0,6.0,2012-06-29,False,3659.7083101203
1.0,7.0,2012-05-04,False,16862.59031568955
1.0,7.0,2012-05-11,False,17116.527171959387
1.0,7.0,2012-05-18,False,20108.329930653083
1.0,7.0,2012-05-25,False,27611.19944082688
1.0,7.0,2012-06-01,False,38484.48918854188
1.0,7.0,2012-06-08,False,28749.641164650428
1.0,7.0,2012-06-15,False,27738.882648338782
1.0,7.0,2012-06-22,False,24881.318387855994
1.0,7.0,2012-06-29,False,23436.860615124213
1.0,8.0,2012-05-04,False,38385.42300336077
1.0,8.0,2012-05-11,False,35447.90740267946
1.0,8.0,2012-05-18,False,36527.892208263416
1.0,8.0,2012-05-25,False,36785.09334246828
1.0,8.0,2012-06-01,False,37850.91780821993
1.0,8.0,2012-06-08,False,36401.738639995594
1.0,8.0,2012-06-15,False,35920.97189109041
1.0,8.0,2012-06-22,False,34975.66660325243
1.0,8.0,2012-06-29,False,37666.762931510944
1.0,9.0,2012-05-04,False,28649.84480040922
1.0,9.0,2012-05-11,False,26277.050586160563
1.0,9.0,2012-05-18,False,26939.164100107097
1.0,9.0,2012-05-25,False,30775.08219760313
1.0,9.0,2012-06-01,False,35760.79382270231
1.0,9.0,2012-06-08,False,29911.149799760722
1.0,9.0,2012-06-15,False,29330.726727899455
1.0,9.0,2012-06-22,False,28150.971206125163
1.0,9.0,2012-06-29,False,26469.74610751524
1.0,10.0,2012-05-04,False,33116.72117658456
1.0,10.0,2012-05-11,False,30842.455649425578
1.0,10.0,2012-05-18,False,32216.428247263026
1.0,10.0,2012-05-25,False,33833.57580523689
1.0,10.0,2012-06-01,False,35868.68706299861
1.0,10.0,2012-06-08,False,33953.609631558254
1.0,10.0,2012-06-15,False,34816.0268116792
1.0,10.0,2012-06-22,False,33817.29021700223
1.0,10.0,2012-06-29,False,33789.19357727964
