Store,Dept,Date,IsHoliday,Weekly_Pred
1.0,1.0,2011-03-04,False,18593.76887690271
1.0,1.0,2011-03-11,False,17926.130620048334
1.0,1.0,2011-03-18,False,18535.51627268265
1.0,1.0,2011-03-25,False,21008.38851027186
1.0,1.0,2011-04-01,False,54652.23954727124
1.0,1.0,2011-04-08,False,42694.35299133598
1.0,1.0,2011-04-15,False,14026.008264871267
1.0,1.0,2011-04-22,False,13151.109697696706
1.0,1.0,2011-04-29,False,13883.593642742326
1.0,2.0,2011-03-04,False,49081.71645305629
1.0,2.0,2011-03-11,False,45661.241437927325
1.0,2.0,2011-03-18,False,44842.51448814824
1.0,2.0,2011-03-25,False,43418.239959332364
1.0,2.0,2011-04-01,False,47252.32278411856
1.0,2.0,2011-04-08,False,45534.91425106439
1.0,2.0,2011-04-15,False,47449.48435721916
1.0,2.0,2011-04-22,False,45915.72850276108
1.0,2.0,2011-04-29,False,45978.00733140108
1.0,3.0,2011-03-04,False,10363.29377643478
1.0,3.0,2011-03-11,False,9777.04887281631
1.0,3.0,2011-03-18,False,8821.933977473811
1.0,3.0,2011-03-25,False,9146.173408126975
1.0,3.0,2011-04-01,False,9311.61195956164
1.0,3.0,2011-04-08,False,9224.295811352837
1.0,3.0,2011-04-15,False,9432.745560206058
1.0,3.0,2011-04-22,False,9870.681377597553
1.0,3.0,2011-04-29,False,8771.561514542722
1.0,4.0,2011-03-04,False,38216.80900829469
1.0,4.0,2011-03-11,False,32714.404839850235
1.0,4.0,2011-03-18,False,33609.60946520997
1.0,4.0,2011-03-25,False,31899.953953194636
1.0,4.0,2011-04-01,False,37152.0409264066
1.0,4.0,2011-04-08,False,35298.40276096642
1.0,4.0,2011-04-15,False,34147.9714626339
1.0,4.0,2011-04-22,False,33815.5534120267
1.0,4.0,2011-04-29,False,33727.435223225475
1.0,5.0,2011-03-04,False,28029.859747975846
1.0,5.0,2011-03-11,False,28129.695656976444
1.0,5.0,2011-03-18,False,28673.960453607855
1.0,5.0,2011-03-25,False,41414.16345255614
1.0,5.0,2011-04-01,False,33234.637287528036
1.0,5.0,2011-04-08,False,25284.83639889561
1.0,5.0,2011-04-15,False,18907.468751341818
1.0,5.0,2011-04-22,False,27782.198743760368
1.0,5.0,2011-04-29,False,24703.979161319105
1.0,6.0,2011-03-04,False,3159.6637209310547
1.0,6.0,2011-03-11,False,3138.90120655963
1.0,6.0,2011-03-18,False,2596.349077757576
1.0,6.0,2011-03-25,False,3541.6025032821462
1.0,6.0,2011-04-01,False,2685.4564128919856
1.0,6.0,2011-04-08,False,2779.4756486682572
1.0,6.0,2011-04-15,False,2987.5899354267285
1.0,6.0,2011-04-22,False,2610.454689470248
1.0,6.0,2011-04-29,False,2415.936082768382
1.0,7.0,2011-03-04,False,19538.20605841915
1.0,7.0,2011-03-11,False,20821.830621588422
1.0,7.0,2011-03-18,False,24639.220934890574
1.0,7.0,2011-03-25,False,16328.666629466796
1.0,7.0,2011-04-01,False,22244.962888604918
1.0,7.0,2011-04-08,False,20872.300494040508
1.0,7.0,2011-04-15,False,19680.662692549828
1.0,7.0,2011-04-22,False,18288.934713428025
1.0,7.0,2011-04-29,False,20343.90944983049
1.0,8.0,2011-03-04,False,37642.519027142494
1.0,8.0,2011-03-11,False,33575.44257100503
1.0,8.0,2011-03-18,False,33146.626668224286
1.0,8.0,2011-03-25,False,31906.281913411975
1.0,8.0,2011-04-01,False,35597.003222716216
1.0,8.0,2011-04-08,False,32014.314077701125
1.0,8.0,2011-04-15,False,32276.804753622677
1.0,8.0,2011-04-22,False,32810.18039562617
1.0,8.0,2011-04-29,False,33690.44576305727
1.0,9.0,2011-03-04,False,25185.427201898325
1.0,9.0,2011-03-11,False,26979.28083698081
1.0,9.0,2011-03-18,False,37649.39099542566
1.0,9.0,2011-03-25,False,26752.58397653934
1.0,9.0,2011-04-01,False,30901.91274444761
1.0,9.0,2011-04-08,False,29157.996056667085
1.0,9.0,2011-04-15,False,27500.89808623914
1.0,9.0,2011-04-22,False,27218.8429091559
1.0,9.0,2011-04-29,False,30204.02065980949
1.0,10.0,2011-03-04,False,32736.32634409651
1.0,10.0,2011-03-11,False,31782.510242716933
1.0,10.0,2011-03-18,False,33283.36822836712
1.0,10.0,2011-03-25,False,28966.658113102836
1.0,10.0,2011-04-01,False,32366.124928381585
1.0,10.0,2011-04-08,False,31253.593296632578
1.0,10.0,2011-04-15,False,31076.726863408403
1.0,10.0,2011-04-22,False,28662.243465682783
1.0,10.0,2011-04-29,False,29660.31693745294
1.0,11.0,2011-03-04,False,20398.73242539466
1.0,11.0,2011-03-11,False,20045.80840457087
1.0,11.0,2011-03-18,False,20255.95371839307
1.0,11.0,2011-03-25,False,18394.832417163958
1.0,11.0,2011-04-01,False,22146.038467885886
1.0,11.0,2011-04-08,False,23753.254369349645
1.0,11.0,2011-04-15,False,21058.168839158683
1.0,11.0,2011-04-22,False,18433.027897496435
1.0,11.0,2011-04-29,False,21444.729811970337
1.0,12.0,2011-03-04,False,11069.802241193916
1.0,12.0,2011-03-11,False,12513.862693257484
