Store,Dept,Date,IsHoliday,Weekly_Pred
1.0,1.0,2011-09-02,False,17516.661274820377
1.0,1.0,2011-09-09,True,18332.627475787463
1.0,1.0,2011-09-16,False,18629.502030301417
1.0,1.0,2011-09-23,False,18149.53233557711
1.0,1.0,2011-09-30,False,19892.45580401695
1.0,1.0,2011-10-07,False,22259.59121813257
1.0,1.0,2011-10-14,False,24324.352151935964
1.0,1.0,2011-10-21,False,26440.43955654865
1.0,1.0,2011-10-28,False,37888.618848180675
1.0,2.0,2011-09-02,False,51106.38023738641
1.0,2.0,2011-09-09,True,45107.59991567089
1.0,2.0,2011-09-16,False,45214.09889022432
1.0,2.0,2011-09-23,False,44738.59981593457
1.0,2.0,2011-09-30,False,46374.17843140728
1.0,2.0,2011-10-07,False,46608.018520463804
1.0,2.0,2011-10-14,False,43384.82337340499
1.0,2.0,2011-10-21,False,43820.03251412193
1.0,2.0,2011-10-28,False,43329.30534053119
1.0,3.0,2011-09-02,False,22594.164008053638
1.0,3.0,2011-09-09,True,11976.91370931539
1.0,3.0,2011-09-16,False,11266.399409498705
1.0,3.0,2011-09-23,False,9862.988428722287
1.0,3.0,2011-09-30,False,9825.39643734569
1.0,3.0,2011-10-07,False,10085.409244348679
1.0,3.0,2011-10-14,False,9614.842275983805
1.0,3.0,2011-10-21,False,9701.082875407685
1.0,3.0,2011-10-28,False,9496.370610000018
1.0,4.0,2011-09-02,False,38944.941193380655
1.0,4.0,2011-09-09,True,35471.145282561454
1.0,4.0,2011-09-16,False,33857.689495625935
1.0,4.0,2011-09-23,False,32704.511401833646
1.0,4.0,2011-09-30,False,33709.19621766385
1.0,4.0,2011-10-07,False,35358.625316967285
1.0,4.0,2011-10-14,False,33811.041599296645
1.0,4.0,2011-10-21,False,33724.811521218886
1.0,4.0,2011-10-28,False,34029.62114447265
1.0,5.0,2011-09-02,False,16279.222498372652
1.0,5.0,2011-09-09,True,16177.690494156897
1.0,5.0,2011-09-16,False,16903.62367024388
1.0,5.0,2011-09-23,False,16414.58467960706
1.0,5.0,2011-09-30,False,21338.970200263884
1.0,5.0,2011-10-07,False,20709.685749529268
1.0,5.0,2011-10-14,False,19142.641028999456
1.0,5.0,2011-10-21,False,19004.225288095873
1.0,5.0,2011-10-28,False,16748.428533662915
1.0,6.0,2011-09-02,False,2594.4465841004817
1.0,6.0,2011-09-09,True,2859.0360001331387
1.0,6.0,2011-09-16,False,2972.9309761464788
1.0,6.0,2011-09-23,False,2984.184035390262
1.0,6.0,2011-09-30,False,2913.994073404577
1.0,6.0,2011-10-07,False,2402.6291866326897
1.0,6.0,2011-10-14,False,2758.1141104000812
1.0,6.0,2011-10-21,False,2759.17952867562
1.0,6.0,2011-10-28,False,2557.591742168293
1.0,7.0,2011-09-02,False,17006.993647845065
1.0,7.0,2011-09-09,True,17877.182918885792
1.0,7.0,2011-09-16,False,17129.72754743609
1.0,7.0,2011-09-23,False,16070.923848629533
1.0,7.0,2011-09-30,False,15592.534787151566
1.0,7.0,2011-10-07,False,15456.465691411006
1.0,7.0,2011-10-14,False,15477.027966553414
1.0,7.0,2011-10-21,False,16117.596066433074
1.0,7.0,2011-10-28,False,16462.26211993543
1.0,8.0,2011-09-02,False,35137.10933626295
1.0,8.0,2011-09-09,True,32808.04739073219
1.0,8.0,2011-09-16,False,32746.257426228407
1.0,8.0,2011-09-23,False,32368.86605991048
1.0,8.0,2011-09-30,False,35012.28311553158
1.0,8.0,2011-10-07,False,35458.25596594738
1.0,8.0,2011-10-14,False,33568.526697479334
1.0,8.0,2011-10-21,False,33248.37147763683
1.0,8.0,2011-10-28,False,33793.91170252298
1.0,9.0,2011-09-02,False,45099.835877829726
1.0,9.0,2011-09-09,True,39763.18608295897
1.0,9.0,2011-09-16,False,28983.608605700458
1.0,9.0,2011-09-23,False,28554.03864774821
1.0,9.0,2011-09-30,False,38848.70983283318
1.0,9.0,2011-10-07,False,33166.83982716073
1.0,9.0,2011-10-14,False,31428.411062538304
1.0,9.0,2011-10-21,False,27408.543070721702
1.0,9.0,2011-10-28,False,31421.619328174536
1.0,10.0,2011-09-02,False,32272.286821993304
1.0,10.0,2011-09-09,True,31683.486208765073
1.0,10.0,2011-09-16,False,30585.749127986495
1.0,10.0,2011-09-23,False,29388.496297778216
1.0,10.0,2011-09-30,False,29975.539633775134
1.0,10.0,2011-10-07,False,30188.282534323404
1.0,10.0,2011-10-14,False,27613.784767723297
1.0,10.0,2011-10-21,False,29311.30544070143
1.0,10.0,2011-10-28,False,26657.040517761958
1.0,11.0,2011-09-02,False,20595.914953744905
1.0,11.0,2011-09-09,True,19411.481536765983
1.0,11.0,2011-09-16,False,19472.724907138785
1.0,11.0,2011-09-23,False,18355.044857525667
1.0,11.0,2011-09-30,False,19942.359868796942
1.0,11.0,2011-10-07,False,20562.167384745022
1.0,11.0,2011-10-14,False,18025.967896093083
1.0,11.0,2011-10-21,False,18199.688870589183
1.0,11.0,2011-10-28,False,19020.682656558165
1.0,12.0,2011-09-02,False,11543.60851080725
1.0,12.0,2011-09-09,True,11125.01471922032
1.0,12.0,2011-09-16,False,10627.571772024361
1.0,12.0,2011-09-23,False,9907.965967126982
1.0,12.0,2011-09-30,False,10202.757801250997
1.0,12.0,2011-10-07,False,12045.222343041654
1.0,12.0,2011-10-14,False,11688.887150549306
1.0,12.0,2011-10-21,False,11976.89969776743
1.0,12.0,2011-10-28,False,9738.130284658144
1.0,13.0,2011-09-02,False,42624.21694546858
1.0,13.0,2011-09-09,True,38808.42884004269
1.0,13.0,2011-09-16,False,37692.49016654109
1.0,13.0,2011-09-23,False,36947.51161568229
1.0,13.0,2011-09-30,False,38749.60675572454
1.0,13.0,2011-10-07,False,39941.01174054657
1.0,13.0,2011-10-14,False,37093.06384103642
1.0,13.0,2011-10-21,False,35886.70538837825
1.0,13.0,2011-10-28,False,37223.11323189516
1.0,14.0,2011-09-02,False,12862.50186148638
1.0,14.0,2011-09-09,True,12840.738496940146
1.0,14.0,2011-09-16,False,12177.141713991907
1.0,14.0,2011-09-23,False,11774.400892169593
1.0,14.0,2011-09-30,False,12459.639413033525
1.0,14.0,2011-10-07,False,13048.732304682868
1.0,14.0,2011-10-14,False,12220.119883153733
1.0,14.0,2011-10-21,False,11488.039417524036
1.0,14.0,2011-10-28,False,12179.820863503992
1.0,16.0,2011-09-02,False,18608.503204010114
1.0,16.0,2011-09-09,True,17859.384532363307
1.0,16.0,2011-09-16,False,14412.897225390341
1.0,16.0,2011-09-23,False,13414.5173287789
1.0,16.0,2011-09-30,False,12055.353077570595
1.0,16.0,2011-10-07,False,11835.85112825936
1.0,16.0,2011-10-14,False,9611.575263562765
1.0,16.0,2011-10-21,False,7784.8182095952
1.0,16.0,2011-10-28,False,5865.133188473679
1.0,17.0,2011-09-02,False,9133.864264819746
1.0,17.0,2011-09-09,True,8405.1697563261
1.0,17.0,2011-09-16,False,8766.62885560768
1.0,17.0,2011-09-23,False,8389.596189605047
1.0,17.0,2011-09-30,False,8800.82780109064
1.0,17.0,2011-10-07,False,8948.693982092405
1.0,17.0,2011-10-14,False,7984.940520402019
1.0,17.0,2011-10-21,False,7434.360315699105
1.0,17.0,2011-10-28,False,7790.561642366902
1.0,18.0,2011-09-02,False,-102.83623978851188
1.0,18.0,2011-09-09,True,122.3699076901487
1.0,18.0,2011-09-16,False,983.2944299295725
1.0,18.0,2011-09-23,False,1897.816942879692
1.0,18.0,2011-09-30,False,3393.073770716199
1.0,18.0,2011-10-07,False,4546.188493694697
1.0,18.0,2011-10-14,False,5894.581596526195
1.0,18.0,2011-10-21,False,9931.17728904477
1.0,18.0,2011-10-28,False,22405.296882526014
1.0,19.0,2011-09-02,False,1076.5324505438184
1.0,19.0,2011-09-09,True,1266.2044667590962
1.0,19.0,2011-09-16,False,1201.6629921764688
1.0,19.0,2011-09-23,False,1456.8112634257268
1.0,19.0,2011-09-30,False,1384.0629621669505
1.0,19.0,2011-10-07,False,1419.698743218425
1.0,19.0,2011-10-14,False,1383.2371133030247
1.0,19.0,2011-10-21,False,1209.6899076537084
1.0,19.0,2011-10-28,False,1455.371822301866
1.0,20.0,2011-09-02,False,3779.848925035431
1.0,20.0,2011-09-09,True,2668.6427744414964
1.0,20.0,2011-09-16,False,2672.842468986039
1.0,20.0,2011-09-23,False,2749.4595612467806
1.0,20.0,2011-09-30,False,3405.0446536007644
1.0,20.0,2011-10-07,False,3252.1293003600863
1.0,20.0,2011-10-14,False,2881.6060364071586
1.0,20.0,2011-10-21,False,2648.808349110985
1.0,20.0,2011-10-28,False,2535.659055396782
1.0,21.0,2011-09-02,False,7544.256179281635
1.0,21.0,2011-09-09,True,6798.964299654713
1.0,21.0,2011-09-16,False,7061.142922579435
1.0,21.0,2011-09-23,False,6751.789372337874
1.0,21.0,2011-09-30,False,6865.689287880327
1.0,21.0,2011-10-07,False,6985.181969574544
1.0,21.0,2011-10-14,False,6711.005626095816
1.0,21.0,2011-10-21,False,6678.284941510655
1.0,21.0,2011-10-28,False,7102.957777869779
1.0,22.0,2011-09-02,False,8621.11642640543
1.0,22.0,2011-09-09,True,8141.54387775727
1.0,22.0,2011-09-16,False,7784.827681078895
1.0,22.0,2011-09-23,False,7462.371524528752
1.0,22.0,2011-09-30,False,7938.363361850133
1.0,22.0,2011-10-07,False,8460.143365420407
1.0,22.0,2011-10-14,False,7276.740710159574
1.0,22.0,2011-10-21,False,6933.78772199562
1.0,22.0,2011-10-28,False,7058.840835945134
1.0,23.0,2011-09-02,False,17526.49682849661
1.0,23.0,2011-09-09,True,14731.32508965597
1.0,23.0,2011-09-16,False,14626.896971684568
1.0,23.0,2011-09-23,False,14704.803624269938
1.0,23.0,2011-09-30,False,17054.078411415605
1.0,23.0,2011-10-07,False,19611.053348733964
1.0,23.0,2011-10-14,False,15582.057914460696
