Store,Dept,Date,IsHoliday,Weekly_Pred
1.0,1.0,2012-01-06,False,14235.053476258381
1.0,1.0,2012-01-13,False,16225.897043115427
1.0,1.0,2012-01-20,False,16546.424669255703
1.0,1.0,2012-01-27,False,17360.569789891564
1.0,1.0,2012-02-03,False,22176.04801513787
1.0,1.0,2012-02-10,True,41041.528720427275
1.0,1.0,2012-02-17,False,41629.68408277861
1.0,1.0,2012-02-24,False,17363.05152306982
1.0,2.0,2012-01-06,False,42536.24521018497
1.0,2.0,2012-01-13,False,41205.104129513515
1.0,2.0,2012-01-20,False,42751.26300916963
1.0,2.0,2012-01-27,False,41500.79387645542
1.0,2.0,2012-02-03,False,48937.85507777184
1.0,2.0,2012-02-10,True,47023.525258036236
1.0,2.0,2012-02-17,False,48591.95937586683
1.0,2.0,2012-02-24,False,47780.57983577335
1.0,3.0,2012-01-06,False,15380.92892364123
1.0,3.0,2012-01-13,False,12551.839415320675
1.0,3.0,2012-01-20,False,12876.353265227881
1.0,3.0,2012-01-27,False,11624.611659105765
1.0,3.0,2012-02-03,False,11443.792475247887
1.0,3.0,2012-02-10,True,11198.38165863826
1.0,3.0,2012-02-17,False,10545.471009676126
1.0,3.0,2012-02-24,False,10664.945881555686
1.0,4.0,2012-01-06,False,37681.51941867522
1.0,4.0,2012-01-13,False,35474.77580276423
1.0,4.0,2012-01-20,False,35036.851193006616
1.0,4.0,2012-01-27,False,32868.12352660298
1.0,4.0,2012-02-03,False,38381.10184425663
1.0,4.0,2012-02-10,True,35460.17720429797
1.0,4.0,2012-02-17,False,35614.28086935205
1.0,4.0,2012-02-24,False,34606.76330728945
1.0,5.0,2012-01-06,False,22503.77141770992
1.0,5.0,2012-01-13,False,19469.068239387743
1.0,5.0,2012-01-20,False,18718.872195554584
1.0,5.0,2012-01-27,False,24261.807228237078
1.0,5.0,2012-02-03,False,31560.631721839694
1.0,5.0,2012-02-10,True,31810.762117301965
1.0,5.0,2012-02-17,False,30720.032755292174
1.0,5.0,2012-02-24,False,26235.97259367296
1.0,6.0,2012-01-06,False,1181.8235000016184
1.0,6.0,2012-01-13,False,1488.0527465704845
1.0,6.0,2012-01-20,False,1360.5894113071745
1.0,6.0,2012-01-27,False,2020.030487103203
1.0,6.0,2012-02-03,False,3650.198174197508
1.0,6.0,2012-02-10,True,4214.333551911453
1.0,6.0,2012-02-17,False,4224.388072558261
1.0,6.0,2012-02-24,False,3763.839753272293
1.0,7.0,2012-01-06,False,14133.41486215559
1.0,7.0,2012-01-13,False,10157.338484318603
1.0,7.0,2012-01-20,False,11449.099854600292
1.0,7.0,2012-01-27,False,12200.901574059997
1.0,7.0,2012-02-03,False,15104.426862957564
1.0,7.0,2012-02-10,True,15001.54671020494
1.0,7.0,2012-02-17,False,17905.553560088065
1.0,7.0,2012-02-24,False,16289.550649776731
1.0,8.0,2012-01-06,False,35126.06663222236
1.0,8.0,2012-01-13,False,34333.81347658489
1.0,8.0,2012-01-20,False,34585.078146365566
1.0,8.0,2012-01-27,False,33983.007687927726
1.0,8.0,2012-02-03,False,39239.565810390435
1.0,8.0,2012-02-10,True,36025.57786416161
1.0,8.0,2012-02-17,False,36173.20547138414
1.0,8.0,2012-02-24,False,35206.157285360074
1.0,9.0,2012-01-06,False,15828.179059633556
1.0,9.0,2012-01-13,False,14063.53248417707
1.0,9.0,2012-01-20,False,13359.302098663793
1.0,9.0,2012-01-27,False,14915.485491653242
