Store,Dept,Date,IsHoliday,Weekly_Pred
1.0,1.0,2011-07-01,False,16542.665455183836
1.0,1.0,2011-07-08,False,17264.893980409608
1.0,1.0,2011-07-15,False,16731.099829066436
1.0,1.0,2011-07-22,False,15611.929965399095
1.0,1.0,2011-07-29,False,16286.179889796424
1.0,1.0,2011-08-05,False,16239.88751685096
1.0,1.0,2011-08-12,False,15990.278269587672
1.0,1.0,2011-08-19,False,15571.79198450747
1.0,1.0,2011-08-26,False,15400.8386868086
1.0,2.0,2011-07-01,False,48450.39195125175
1.0,2.0,2011-07-08,False,46163.70451248761
1.0,2.0,2011-07-15,False,47473.99783912788
1.0,2.0,2011-07-22,False,46141.856374573406
1.0,2.0,2011-07-29,False,47131.2671327933
1.0,2.0,2011-08-05,False,49433.79462364104
1.0,2.0,2011-08-12,False,49574.96395904662
1.0,2.0,2011-08-19,False,50008.9215357336
1.0,2.0,2011-08-26,False,49297.56090433777
1.0,3.0,2011-07-01,False,7575.749674926058
1.0,3.0,2011-07-08,False,9121.969273603796
1.0,3.0,2011-07-15,False,16065.08235357476
1.0,3.0,2011-07-22,False,18111.191751016606
1.0,3.0,2011-07-29,False,19768.741829070535
1.0,3.0,2011-08-05,False,24900.340080154983
1.0,3.0,2011-08-12,False,30097.661393950588
1.0,3.0,2011-08-19,False,43257.6995003663
1.0,3.0,2011-08-26,False,50171.65475802937
1.0,4.0,2011-07-01,False,39679.97001964097
1.0,4.0,2011-07-08,False,39251.84699028118
1.0,4.0,2011-07-15,False,37269.47503108003
1.0,4.0,2011-07-22,False,35670.731529312136
1.0,4.0,2011-07-29,False,36027.77417544481
1.0,4.0,2011-08-05,False,40228.79711129815
1.0,4.0,2011-08-12,False,38495.9289718684
1.0,4.0,2011-08-19,False,40362.18081843534
1.0,4.0,2011-08-26,False,36934.498762678224
1.0,5.0,2011-07-01,False,19397.6063626972
1.0,5.0,2011-07-08,False,17755.119252408793
1.0,5.0,2011-07-15,False,15776.581976466341
1.0,5.0,2011-07-22,False,15722.959736428393
1.0,5.0,2011-07-29,False,17493.898808319118
1.0,5.0,2011-08-05,False,16739.190677665694
1.0,5.0,2011-08-12,False,15965.237869529456
1.0,5.0,2011-08-19,False,15874.31602640077
1.0,5.0,2011-08-26,False,14041.631787356973
1.0,6.0,2011-07-01,False,3750.1099563198873
1.0,6.0,2011-07-08,False,3584.1086359987744
1.0,6.0,2011-07-15,False,2898.589597011894
1.0,6.0,2011-07-22,False,3242.4018149263934
1.0,6.0,2011-07-29,False,2733.123260134809
1.0,6.0,2011-08-05,False,3945.4247466218435
1.0,6.0,2011-08-12,False,3314.2146999956817
1.0,6.0,2011-08-19,False,1372.353668932315
1.0,6.0,2011-08-26,False,2264.213005608391
1.0,7.0,2011-07-01,False,24303.92076684295
1.0,7.0,2011-07-08,False,24457.142453447443
1.0,7.0,2011-07-15,False,21985.61777450644
1.0,7.0,2011-07-22,False,20223.123740135743
1.0,7.0,2011-07-29,False,19696.110246820135
1.0,7.0,2011-08-05,False,21758.376287717423
1.0,7.0,2011-08-12,False,20343.016812294947
1.0,7.0,2011-08-19,False,19788.6154760454
1.0,7.0,2011-08-26,False,18206.626777993915
1.0,8.0,2011-07-01,False,35287.97811754239
1.0,8.0,2011-07-08,False,33809.63556616502
1.0,8.0,2011-07-15,False,32906.163564695446
1.0,8.0,2011-07-22,False,33232.541273744246
1.0,8.0,2011-07-29,False,33542.08539957337
1.0,8.0,2011-08-05,False,34332.812388258455
1.0,8.0,2011-08-12,False,31967.601242807512
1.0,8.0,2011-08-19,False,31225.076583776558
1.0,8.0,2011-08-26,False,31420.258333039405
1.0,9.0,2011-07-01,False,23705.233167643408
1.0,9.0,2011-07-08,False,26387.221497228322
1.0,9.0,2011-07-15,False,19141.662392766197
1.0,9.0,2011-07-22,False,19512.627268206397
1.0,9.0,2011-07-29,False,19068.245937787124
1.0,9.0,2011-08-05,False,17280.051387465075
1.0,9.0,2011-08-12,False,15867.396209190088
1.0,9.0,2011-08-19,False,24121.726759150868
1.0,9.0,2011-08-26,False,23075.29389734352
1.0,10.0,2011-07-01,False,32898.50601166347
1.0,10.0,2011-07-08,False,32604.887348895893
1.0,10.0,2011-07-15,False,32032.323616912123
1.0,10.0,2011-07-22,False,32799.1324058366
1.0,10.0,2011-07-29,False,31372.667830483057
1.0,10.0,2011-08-05,False,34116.89446073491
1.0,10.0,2011-08-12,False,32766.06532756053
1.0,10.0,2011-08-19,False,33462.225059700664
1.0,10.0,2011-08-26,False,33240.23169566644
1.0,11.0,2011-07-01,False,27878.358570623237
1.0,11.0,2011-07-08,False,29178.351272405616
1.0,11.0,2011-07-15,False,27958.236970211405
1.0,11.0,2011-07-22,False,29679.29797394483
1.0,11.0,2011-07-29,False,26935.257671472176
1.0,11.0,2011-08-05,False,38235.56429529891
1.0,11.0,2011-08-12,False,32295.461725587982
1.0,11.0,2011-08-19,False,30877.821747028294
1.0,11.0,2011-08-26,False,24739.228831835582
1.0,12.0,2011-07-01,False,11214.351550923147
1.0,12.0,2011-07-08,False,11932.242162071354
1.0,12.0,2011-07-15,False,11576.331078581232
1.0,12.0,2011-07-22,False,12486.57511234139
1.0,12.0,2011-07-29,False,12448.477439870778
1.0,12.0,2011-08-05,False,13838.65454533575
1.0,12.0,2011-08-12,False,13867.054954463569
1.0,12.0,2011-08-19,False,11178.36951003475
1.0,12.0,2011-08-26,False,10924.948410304682
1.0,13.0,2011-07-01,False,41245.923259785835
1.0,13.0,2011-07-08,False,39330.29556102745
1.0,13.0,2011-07-15,False,39841.23274268533
1.0,13.0,2011-07-22,False,38718.726274268905
1.0,13.0,2011-07-29,False,38365.908128382376
1.0,13.0,2011-08-05,False,40704.75494327766
1.0,13.0,2011-08-12,False,37383.93793121466
1.0,13.0,2011-08-19,False,40322.36034055261
1.0,13.0,2011-08-26,False,41153.973794708465
1.0,14.0,2011-07-01,False,14087.871620252714
1.0,14.0,2011-07-08,False,14556.666290729714
1.0,14.0,2011-07-15,False,13530.475640877412
1.0,14.0,2011-07-22,False,12911.867610713918
1.0,14.0,2011-07-29,False,12873.671256170754
1.0,14.0,2011-08-05,False,15205.619686100938
1.0,14.0,2011-08-12,False,13911.740894958362
1.0,14.0,2011-08-19,False,14694.96795105892
1.0,14.0,2011-08-26,False,12558.395110048514
1.0,16.0,2011-07-01,False,30273.08267340829
1.0,16.0,2011-07-08,False,27967.763698751307
1.0,16.0,2011-07-15,False,29280.071195926717
1.0,16.0,2011-07-22,False,26599.7031559867
1.0,16.0,2011-07-29,False,21735.998985194336
1.0,16.0,2011-08-05,False,24568.86747675828
1.0,16.0,2011-08-12,False,22435.74959311561
1.0,16.0,2011-08-19,False,19634.325316410246
1.0,16.0,2011-08-26,False,17678.094489539708
1.0,17.0,2011-07-01,False,8808.837669532237
1.0,17.0,2011-07-08,False,8101.356807804157
1.0,17.0,2011-07-15,False,8342.409803715258
1.0,17.0,2011-07-22,False,8485.678374367024
1.0,17.0,2011-07-29,False,8398.55979033788
1.0,17.0,2011-08-05,False,9180.88916469524
1.0,17.0,2011-08-12,False,8414.701472708446
1.0,17.0,2011-08-19,False,9616.492293720556
1.0,17.0,2011-08-26,False,9296.589482300406
1.0,18.0,2011-07-01,False,-254.72353165796324
1.0,18.0,2011-07-15,False,-263.0760150300508
1.0,18.0,2011-08-26,False,-240.442911536799
1.0,19.0,2011-07-01,False,867.7910838404248
1.0,19.0,2011-07-08,False,972.0577760995409
1.0,19.0,2011-07-15,False,987.8903360315642
1.0,19.0,2011-07-22,False,1075.7803148266437
1.0,19.0,2011-07-29,False,1112.7172723760639
1.0,19.0,2011-08-05,False,1123.7152989050417
1.0,19.0,2011-08-12,False,1175.1461556926413
1.0,19.0,2011-08-19,False,1232.7142665465406
1.0,19.0,2011-08-26,False,1181.8168527534042
1.0,20.0,2011-07-01,False,5243.748526642535
1.0,20.0,2011-07-08,False,4967.97400243589
1.0,20.0,2011-07-15,False,4478.469502220715
1.0,20.0,2011-07-22,False,4281.849648844537
1.0,20.0,2011-07-29,False,4170.738833751383
1.0,20.0,2011-08-05,False,4534.809984152059
1.0,20.0,2011-08-12,False,4139.956894915754
1.0,20.0,2011-08-19,False,3907.0384199388495
1.0,20.0,2011-08-26,False,3509.067433735559
1.0,21.0,2011-07-01,False,7388.386671943339
1.0,21.0,2011-07-08,False,7405.883385748584
1.0,21.0,2011-07-15,False,7565.246927114185
1.0,21.0,2011-07-22,False,6662.767944090749
1.0,21.0,2011-07-29,False,6976.0575354217835
1.0,21.0,2011-08-05,False,6917.7502224081945
1.0,21.0,2011-08-12,False,6499.312168234243
1.0,21.0,2011-08-19,False,6317.390359924157
1.0,21.0,2011-08-26,False,6775.335738351783
1.0,22.0,2011-07-01,False,6814.602555660306
1.0,22.0,2011-07-08,False,6568.431032028145
1.0,22.0,2011-07-15,False,7005.647025973952
1.0,22.0,2011-07-22,False,6605.473878505328
1.0,22.0,2011-07-29,False,7238.801282653564
1.0,22.0,2011-08-05,False,7812.540692600051
1.0,22.0,2011-08-12,False,7604.313586019599
1.0,22.0,2011-08-19,False,8894.833997239803
1.0,22.0,2011-08-26,False,7286.261537416672
1.0,23.0,2011-07-01,False,22054.389836598864
1.0,23.0,2011-07-08,False,21886.33797978072
1.0,23.0,2011-07-15,False,18915.27737637118
1.0,23.0,2011-07-22,False,20284.167989013695
1.0,23.0,2011-07-29,False,19931.867949529296
1.0,23.0,2011-08-05,False,21519.86278988512
1.0,23.0,2011-08-12,False,21355.562456603373
1.0,23.0,2011-08-19,False,25003.764625027754
1.0,23.0,2011-08-26,False,27323.26265682336
1.0,24.0,2011-07-01,False,3694.3929035116644
1.0,24.0,2011-07-08,False,4179.780182546722
1.0,24.0,2011-07-15,False,4168.281118573407
1.0,24.0,2011-07-22,False,5467.716207473907
1.0,24.0,2011-07-29,False,7151.579198441022
1.0,24.0,2011-08-05,False,9378.41357130827
1.0,24.0,2011-08-12,False,11014.707078730708
1.0,24.0,2011-08-19,False,16874.99955424482
1.0,24.0,2011-08-26,False,15916.331126170136
1.0,25.0,2011-07-01,False,9012.382492937239
1.0,25.0,2011-07-08,False,8294.839361489841
1.0,25.0,2011-07-15,False,8049.6013254966565
1.0,25.0,2011-07-22,False,8127.859864701608
1.0,25.0,2011-07-29,False,8371.60236046193
1.0,25.0,2011-08-05,False,8486.067804825583
1.0,25.0,2011-08-12,False,8383.440380395015
1.0,25.0,2011-08-19,False,8849.303248356187
1.0,25.0,2011-08-26,False,8603.450766511352
1.0,26.0,2011-07-01,False,4295.846053904688
1.0,26.0,2011-07-08,False,4474.824947749565
1.0,26.0,2011-07-15,False,4467.523375843952
1.0,26.0,2011-07-22,False,4364.053004944066
1.0,26.0,2011-07-29,False,4240.145850754643
1.0,26.0,2011-08-05,False,4889.761406835003
1.0,26.0,2011-08-12,False,4631.9080437885805
1.0,26.0,2011-08-19,False,5178.156238260513
1.0,26.0,2011-08-26,False,4621.976698207038
1.0,27.0,2011-07-01,False,796.7287628905044
1.0,27.0,2011-07-08,False,687.1111534620297
1.0,27.0,2011-07-15,False,787.6327576529595
1.0,27.0,2011-07-22,False,728.4122563682624
